Id;Date;Gender;Keywords;Nb comments;Nb reposts
1087770692;2014-09-08 08:42:00;male;['Autumn Festival', 'happy mid', 'Seasons Vegetables', 'Autumn', 'mid'];17784.0;1452.0
1087770692;2014-09-07 12:56:00;male;['Autumn Festival', 'Autumn', 'personally buy', 'Mid', 'Walking'];23837.0;2103.0
1087770692;2014-09-07 07:55:00;male;['Stay', 'Stay calm', 'calm', 'settle', 'dry'];1352.0;3003.0
1087770692;2014-09-06 18:48:00;male;['Hu Bayi', 'countless inverted equipment', 'hanging Weiya', 'finally passed', 'shooting scenes'];2372.0;1787.0
1087770692;2014-09-06 13:11:00;male;['Forward Weibo', 'Weibo'];3271.0;6177.0
1087770692;2014-09-05 15:09:00;male;['known Xiaoshuai', 'Applause', 'years', 'shooting Guiyang', 'Intruder'];186.0;670.0
1087770692;2014-09-04 22:35:00;male;['Forward Weibo', 'Weibo'];796.0;8491.0
1087770692;2014-09-04 12:59:00;male;['Sibi Designer Hand', 'Zhang Sibi Designer', 'thing', 'People', 'recognizes'];476.0;955.0
1087770692;2014-09-04 10:49:00;male;['Spirit duck soup', 'reaction', 'expression', 'choice', 'response'];1188.0;4462.0
1092538373;2014-10-25 16:44:00;male;['straight flush battle', 'Despite Bell', 'Madrid VS Barcelona', 'hottest straight', 'Real Madrid VS'];217.0;860.0
1092538373;2014-11-17 18:54:00;male;['highly recommended', 'highly', 'watch tonight', 'watch', 'leave'];351.0;110.0
1092538373;2014-11-17 11:53:00;male;['Jiazi FengyunUEFA', 'UEFA President Platini', 'special program', 'revisiting the history', 'Years'];156.0;310.0
1092538373;2014-11-14 10:55:00;male;['November', 'World', 'completely revised', 'Football', 'Monday night'];533.0;646.0
1092538373;2014-11-13 12:56:00;male;['World Football', 'birthday', 'November', 'World', 'Tianzu'];268.0;271.0
1092538373;2014-11-12 10:30:00;male;['World Football', 'stand Blatter anymore', 'Platini bluntly said', 'Monday evening', 'FIFA chairmanship'];50.0;49.0
1092538373;2014-11-09 17:56:00;male;['Lady Laoyan Fly', 'Boot Wearing Hat', 'Caroline Golden Boy', 'Ronaldo European Golden', 'Golden Boot Wearing'];122.0;584.0
1092538373;2014-10-13 15:17:00;male;['Argentine jersey', 'genuine Brazilian', 'Brazil', 'Brazil or Argentina', 'tonight'];311.0;150.0
1092538373;2014-10-13 13:43:00;male;['Legendary Superstars', 'South America', 'Best Enemy', 'Legendary', 'derby special program'];226.0;471.0
1092538373;2014-10-13 11:16:00;male;['Samba VS Tango', 'Derby Live Record', 'American Super Derby', 'Super Derby Live', 'South American Super'];88.0;189.0
1092538373;2014-10-09 11:24:00;male;['South American super', 'Birds Nest', 'American super derby', 'Saturday', 'Argentina'];105.0;299.0
1092538373;2014-10-06 12:01:00;male;['Happy Holidays', 'World Football', 'La Liga record', 'Cristiano Ronaldo wears', 'Robben Lewand'];135.0;293.0
1092538373;2014-10-05 18:11:00;male;['Asian Games', 'return tomorrow night', 'Football', 'World', 'European League reports'];93.0;134.0
1092538373;2014-09-22 10:30:00;male;['Incheon Asian Games', 'World Football', 'Monday night', 'Program change notice', 'World'];550.0;680.0
1092538373;2014-09-15 22:05:00;male;['lock', 'minutes', 'start', 'minutes to start'];91.0;109.0
1092538373;2014-09-15 11:02:00;male;['Asian Games China', 'Japan women', 'live broadcast', 'World Football', 'football match'];188.0;780.0
1092538373;2014-09-09 09:48:00;male;['World Football', 'Goodbye', 'World', 'God', 'Captain'];293.0;1406.0
1092538373;2014-09-08 23:07:00;male;['Thanks for waiting', 'Thanks', 'late', 'waiting', 'watching'];559.0;668.0
1092538373;2014-09-08 21:26:00;male;['World Football', 'Goodbye', 'World', 'God', 'Captain'];169.0;550.0
1092538373;2014-09-08 11:43:00;male;['Asian Cup women', 'live broadcast', 'World Football', 'European Cup qualifiers', 'volleyball match'];247.0;747.0
1092538373;2014-09-04 10:03:00;male;['German football', 'gram somersault', 'Ram area', 'Goodbye', 'eternal classic'];376.0;1676.0
1092538373;2014-09-01 17:44:00;male;['England national team', 'Double Virtue Era', 'Gerrard announced', 'England', 'team'];179.0;258.0
1092538373;2014-09-01 11:33:00;male;['new season Milan', 'Lions Saying Goodbye', 'Double Virtue', 'Focus Transfers', 'Bayern drew'];116.0;1993.0
1092538373;2014-08-29 11:01:00;male;['Youth Olympic Games', 'World Football', 'resume live broadcast', 'September', 'new European season'];108.0;1276.0
1092538373;2014-08-27 16:11:00;male;['World Football', 'German star Metzelder', 'World', 'Metzelder', 'Monday evening'];36.0;51.0
1092538373;2014-08-18 10:47:00;male;['Youth Olympic Games', 'Nanjing Youth Olympic', 'World Football', 'Program change notice', 'August'];459.0;468.0
1092538373;2014-08-11 19:29:00;male;['immediately', 'lock', 'start', 'live', 'broadcast'];105.0;69.0
1092538373;2014-08-11 10:20:00;male;['world football', 'World', 'Black', 'famous whistles', 'tonight'];157.0;891.0
1092538373;2014-08-08 16:51:00;male;['World Cup Mexico', 'England referee George', 'referee George Courtney', 'World Football', 'precious picture'];32.0;101.0
1092538373;2014-08-08 14:00:00;male;['World Football', 'Monday evening', 'punishments', 'etc', 'Black'];110.0;141.0
1092538373;2014-08-04 20:41:00;male;['World Football', 'wrong', 'stupid', 'Monday night', 'World'];74.0;182.0
1092538373;2014-08-03 16:40:00;male;['International Champions Cup', 'Real Madrid VS', 'Madrid VS Manchester', 'VS Manchester United', 'Michigan Stadium'];180.0;957.0
1092538373;2014-07-23 11:55:00;male;['World Cup', 'World Football', 'Hewitt Reply', 'July', 'Cup'];45.0;31.0
1092538373;2014-07-21 10:26:00;male;['German Gold Cup', 'joining Real Madrid', 'Kroos joining Real', 'Tony Kroos joining', 'World Football'];160.0;887.0
1092538373;2014-07-18 11:19:00;male;['Allegri entered Juventus', 'Tony Kroos joined', 'joined Real Madrid', 'Brazil Memory', 'Kroos joined Real'];100.0;221.0
1092538373;2014-07-14 07:27:00;male;['report card', 'World Cup', 'Brazil', 'card', 'Cup'];300.0;301.0
1092538373;2014-07-14 06:48:00;male;['star Germany', 'truly deserved champion', 'Goodbye Brazil', 'star', 'Brazil'];77.0;237.0
1092538373;2014-07-09 21:27:00;male;['let', 'Elder Bei', 'Bei', 'collect magical powers', 'collect'];74.0;187.0
1092538373;2014-06-24 09:53:00;male;['wishes hodoworldCCTV', 'far', 'finally win', 'team', 'wishes'];157.0;93.0
1092538373;2014-06-24 03:52:00;male;['reporter Vanessa today', 'beauty reporter Vanessa', 'Mexican beauty reporter', 'Vanessa', 'Mexican'];38.0;957.0
1092538373;2014-06-18 19:36:00;male;['determined', 'standard', 'beautiful', 'recommend', 'women'];156.0;211.0
1092538373;2014-06-18 10:10:00;male;['World Cup', 'group stage', 'unexpectedly exciting', 'round', 'Brazil'];62.0;512.0
1092538373;2014-06-12 21:49:00;male;['year World Cup', 'World Cup feast', 'Maracana Temple', 'Cup', 'World'];164.0;583.0
1092538373;2014-06-12 11:21:00;male;['Shell Shadow', 'World Cup', 'served basis', 'come', 'Shell'];25.0;34.0
1092538373;2014-06-11 10:04:00;male;['catching', 'girls wearing World', 'World Cup', 'Cup', 'football'];51.0;140.0
1092538373;2014-06-02 09:27:00;male;['World Cup', 'teams use warm', 'Cup', 'Real Red Devils', 'days'];184.0;1058.0
1092538373;2014-06-01 10:42:00;male;['Real Red Devils', 'World Football', 'Tomorrow night', 'bid farewell', 'generation'];127.0;308.0
1092538373;2014-05-28 12:09:00;male;['right great', 'Beijing News', 'Milan Football Club', 'Inter Milan', 'thank'];110.0;232.0
1092538373;2014-05-27 21:22:00;male;['World Football', 'Giggs TrueRed', 'June', 'Monday', 'World'];225.0;1284.0
1092538373;2014-05-27 21:08:00;male;['Zanetti Blue', 'Black Superman', 'AllofMe', 'Blue', 'Black'];162.0;640.0
1092538373;2014-05-27 19:12:00;male;['World Football', 'tonight', 'World', 'watch', 'lock'];114.0;133.0
1092538373;2014-05-27 11:47:00;male;['Guoan VS Evergrande', 'Zhan Guoan VS', 'Super Leagues focus', 'World Football', 'World'];129.0;283.0
1092538373;2014-05-27 11:32:00;male;['Atletico Madrid director', 'Champions League final', 'Real Madrid', 'World Football', 'dream comes true'];277.0;1091.0
1092538373;2014-05-26 10:33:00;male;['Guoan VS Evergrande', 'Zeng Guoan VS', 'leader Zeng Guoan', 'Chinese Super League', 'Super League leader'];149.0;291.0
1092538373;2014-05-24 16:09:00;male;['tenth Champions League', 'National Stadium', 'Portuguese fans', 'Real Madrid', 'home country'];119.0;360.0
1092538373;2014-05-21 11:34:00;male;['Guoan VS Evergrande', 'Zhan Guoan VS', 'World Football', 'Super League Zhan', 'League Zhan Guoan'];185.0;753.0
1092538373;2014-05-19 23:25:00;male;['hold', 'Piero hold', 'Raul', 'Henry'];337.0;326.0
1092538373;2014-05-19 23:02:00;male;['Tuesday', 'June', 'Monday', 'broadcast date', 'Zanetti'];178.0;552.0
1092538373;2014-05-19 22:54:00;male;['Weibo request', 'World Football', 'star retires', 'Weibo', 'fans'];205.0;495.0
1092538373;2014-05-18 12:38:00;male;['veritable championship day', 'Atletico won La', 'West Asia', 'Arsenal finally broke', 'won La Liga'];123.0;661.0
1092538373;2014-05-12 11:05:00;male;['World Cup pre', 'tonight', 'episode', 'program', 'World'];47.0;553.0
1092538373;2014-05-05 10:20:00;male;['Table Tennis Championships', 'World Table Tennis', 'World Football', 'Championships women', 'team finals'];631.0;888.0
1092538373;2014-05-04 10:26:00;male;['World Football', 'Open Weibo', 'World', 'YiXi provided', 'telling the story'];112.0;636.0
1092538373;2014-04-28 19:00:00;male;['World Football', 'tonight', 'World', 'time', 'welcome'];73.0;50.0
1092538373;2014-04-28 12:04:00;male;['World Cup pre', 'tonight', 'program', 'World', 'Stars'];49.0;531.0
1092538373;2014-04-21 19:47:00;male;['World Cup', 'World Football', 'Simeone', 'Cup', 'Beckham said'];209.0;577.0
1092538373;2014-04-19 11:45:00;male;['World Football', 'World Cups', 'April', 'Beckham', 'Cups'];294.0;951.0
1092538373;2014-04-17 12:34:00;male;['Bell', 'assisting', 'Bell is assisting'];89.0;167.0
1092538373;2014-04-17 08:35:00;male;['road forcibly overtakes', 'Bell outside', 'Bell', 'overtakes', 'moment when Bell'];131.0;326.0
1092538373;2014-04-17 08:21:00;male;['God', 'sky'];369.0;1673.0
1092538373;2014-04-15 19:54:00;male;['Chasing dreams', 'regrets', 'football', 'child', 'definitely'];201.0;1260.0
1092538373;2014-04-14 19:15:00;male;['stay tuned', 'Live broadcast', 'Live', 'tuned', 'stay'];75.0;51.0
1092538373;2014-04-14 11:39:00;male;['World Cup pre', 'Stars Brazil', 'African Lions Cameroon', 'eighth episode', 'program'];70.0;491.0
1092538373;2014-04-07 11:06:00;male;['Ronaldo Champions League', 'Inter Milan missed', 'badminton civil hegemony', 'civil hegemony finals', 'World Football'];163.0;721.0
1092538373;2014-04-07 10:15:00;male;['Stars Brazil', 'World Cup pre', 'Stars', 'tonight', 'program'];62.0;179.0
1092538373;2014-04-05 14:16:00;male;['Program Change Notice', 'World Football', 'Notice', 'Change', 'Program'];157.0;90.0
1092538373;2014-04-01 21:48:00;male;['World Cup', 'blood boil', 'Cup', 'Let', 'boil'];124.0;476.0
1092538373;2014-03-31 21:03:00;male;['competition Beijing finals', 'World Football', 'Program change notice', 'badminton civil competition', 'April'];534.0;863.0
1092538373;2014-03-31 19:27:00;male;['begin soon', 'live broadcast', 'soon', 'live'];106.0;51.0
1092538373;2014-03-31 13:27:00;male;['World Cup pre', 'sixth episode', 'tonight', 'program', 'World'];28.0;53.0
1092538373;2014-03-31 13:16:00;male;['World Football', 'Bayern Melon', 'hurt Brazil', 'review Barcelona', 'Guashuai builds'];70.0;152.0
1092538373;2014-03-25 21:41:00;male;['Blocking', 'Eyes', 'Monday evening', 'Blocking the Eyes', 'Monday'];142.0;88.0
1092538373;2014-03-24 19:30:00;male;['Samba Ghost', 'Rivaldo', 'tonight National Derby', 'Derby', 'National'];207.0;91.0
1092538373;2014-03-24 17:28:00;male;['World Cup pre', 'European Red Devils', 'tonight', 'program', 'fifth episode'];30.0;575.0
1092538373;2014-03-24 10:26:00;male;['Real Madrid', 'creating countless topics', 'Barcelona fans', 'long time', 'Real'];202.0;233.0
1092538373;2014-03-21 20:02:00;male;['Bayerns bye', 'bye', 'darkest comments', 'saw', 'darkest'];276.0;1040.0
1092538373;2014-03-20 13:57:00;male;['Living Legends', 'Rivaldo Samba Ghost', 'list', 'actually', 'people'];39.0;255.0
1092538373;2014-03-20 13:31:00;male;['UEFA Champions League', 'morning Football', 'early hours', 'UEFA', 'Champions'];170.0;471.0
1092538373;2014-03-17 22:07:00;male;['Rivaldo Samba Ghost', 'World Football', 'Absolute Superstar', 'Monday evening', 'World'];80.0;169.0
1092538373;2014-03-17 11:46:00;male;['Drogba Blue Bridge', 'World Football', 'tonight', 'World', 'Dream'];199.0;273.0
1092538373;2014-03-17 11:43:00;male;['World Cup pre', 'Super Eagles', 'fourth episode', 'program', 'tonight'];24.0;118.0
1092538373;2014-03-16 17:09:00;male;['Tomorrow night', 'welcome', 'watch', 'night', 'welcome to watch'];64.0;154.0
1092538373;2014-03-15 23:41:00;male;['old Brazilian star', 'star Rivaldo officially', 'year', 'officially announced', 'World Cup'];311.0;987.0
1092538373;2014-03-11 15:47:00;male;['blue bridge', 'blue', 'Drogba', 'dreams', 'World Football'];187.0;1131.0
1092538373;2014-03-10 12:17:00;male;['World Cup pre', 'report program', 'tonight', 'World', 'Stars'];77.0;220.0
1092538373;2014-03-06 21:27:00;male;['Sneakers', 'new era', 'socks', 'going', 'integrated'];130.0;241.0
1092538373;2014-03-04 17:14:00;male;['World Cup Dream', 'Cup Dream Chasers', 'World', 'getting closer', 'Cup'];66.0;551.0
1092538373;2014-03-03 19:33:00;male;['started'];142.0;73.0
1092538373;2014-03-03 17:30:00;male;['World Cup pre', 'report program', 'Desert Fox', 'tonight', 'World'];89.0;542.0
1092538373;2014-03-03 14:41:00;male;['Tianzu returns', 'Juventus won Milan', 'Bayern beat Schalke', 'tonight', 'Madrid derby'];149.0;374.0
1092538373;2014-02-27 10:08:00;male;['nt watch football', 'nt understand', 'football', 'watch', 'wont'];143.0;478.0
1092538373;2014-02-24 12:20:00;male;['Monday night', 'Cup preview program', 'World Cup', 'Cup', 'June'];341.0;684.0
1092538373;2014-02-24 11:25:00;male;['Sochi Winter Olympics', 'World Football', 'Monday night', 'World', 'Olympics'];1406.0;950.0
1092538373;2014-02-20 13:06:00;male;['football dog', 'World Cup', 'dog', 'Brazil', 'June'];114.0;391.0
1114281232;2014-11-09 16:03:00;male;['finally received', 'beautiful', 'support', 'continue to support', 'continue'];5.0;1.0
1114281232;2014-11-14 23:30:00;male;['Forward Weibo', 'Weibo'];1.0;0.0
